,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.011764705882352941, 0.023529411764705882)","(0.011764705882352941, 0.023529411764705882)","(0.011764705882352941, 0.023529411764705882)"
recall,"(0.0, 0.0)","(0.002, 0.004)","(0.001, 0.002)","(0.00202020202020202, 0.00404040404040404)"
f1,"(0.0, 0.0)","(0.0034188034188034192, 0.0068376068376068385)","(0.0018433179723502304, 0.003686635944700461)","(0.0034482758620689663, 0.006896551724137933)"
ndcg,"(0.0, 0.0)","(0.00771070096608791, 0.01542140193217582)","(0.00771070096608791, 0.01542140193217582)","(0.00771070096608791, 0.01542140193217582)"
