,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132713)","(0.008, 0.0074833147735478825)","(0.007000000000000001, 0.0024494897427831783)","(0.01016949152542373, 0.013559322033898305)"
recall,"(0.03484848484848485, 0.042747684786866316)","(0.07121212121212121, 0.06769184213238993)","(0.12575757575757576, 0.04585680591036835)","(0.053030303030303025, 0.07202948075154371)"
f1,"(0.013008989952406133, 0.015933571304297393)","(0.01438223938223938, 0.013475001812751868)","(0.013261200035768578, 0.0046509123357039136)","(0.017062374245472838, 0.022817433696536788)"
ndcg,"(0.016531059519641737, 0.020686497825848704)","(0.030113094972649367, 0.03013680465322849)","(0.046770583408065745, 0.022570074815226025)","(0.023323853793969215, 0.03225762466184966)"
