,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.002, 0.004)","(0.001, 0.002)","(0.0028169014084507044, 0.005633802816901409)"
recall,"(0.0, 0.0)","(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)"
f1,"(0.0, 0.0)","(0.003508771929824562, 0.007017543859649124)","(0.0018691588785046728, 0.003738317757009345)","(0.004705882352941176, 0.009411764705882352)"
ndcg,"(0.0, 0.0)","(0.005940343273155046, 0.01188068654631009)","(0.005940343273155046, 0.01188068654631009)","(0.005940343273155046, 0.01188068654631009)"
