,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.002, 0.004)","(0.006, 0.004898979485566356)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.05, 0.1)","(0.27999999999999997, 0.2501999200639361)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0038461538461538464, 0.007692307692307693)","(0.011745576279292205, 0.009609774709254898)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.013272267132864734, 0.026544534265729468)","(0.06385778403513596, 0.05639034793263568)","(0.0, 0.0)"
