,Top 50,Top 100,Top 200,Top N
precision,"(0.044000000000000004, 0.0265329983228432)","(0.026000000000000002, 0.014966629547095767)","(0.018000000000000002, 0.009273618495495704)","(0.016981132075471698, 0.008748696693863871)"
recall,"(0.054188331993210034, 0.032202838127544625)","(0.06419458590190297, 0.03698356824959004)","(0.08896274457250067, 0.04594602235573352)","(0.08896274457250067, 0.04594602235573352)"
f1,"(0.0485545480953395, 0.02907245812922384)","(0.037003321012867345, 0.02129461514993788)","(0.029938334462781695, 0.015425332612408119)","(0.028515460259214448, 0.014692120676491118)"
ndcg,"(0.04908169825979462, 0.0271161138071116)","(0.054895085896154584, 0.029928297001885564)","(0.06736200227931863, 0.034525614876837384)","(0.06736200227931863, 0.034525614876837384)"
