,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.01788854381999832)","(0.018000000000000002, 0.0116619037896906)","(0.011000000000000001, 0.004898979485566356)","(0.018803418803418803, 0.008374323906951038)"
recall,"(0.04875825928457507, 0.044103355141588765)","(0.08822859287255572, 0.05140450496412308)","(0.10951710827871819, 0.04323632165559859)","(0.10951710827871819, 0.04323632165559859)"
f1,"(0.028339116826563242, 0.025396944368764628)","(0.02986781684072821, 0.019015608626850807)","(0.019976675441831016, 0.008787907730610863)","(0.03205894573572734, 0.013999260214038318)"
ndcg,"(0.045034931639020025, 0.05593146870202162)","(0.06169916365210641, 0.06594379092629037)","(0.06940287672164516, 0.061740321407930523)","(0.06940287672164516, 0.061740321407930523)"
