,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.006, 0.008)","(0.006, 0.008)","(0.007692307692307693, 0.009421114395319917)"
recall,"(0.01818181818181818, 0.03636363636363636)","(0.05636363636363637, 0.07372049066441198)","(0.11272727272727275, 0.14744098132882397)","(0.038181818181818185, 0.04685126809718228)"
f1,"(0.006557377049180327, 0.013114754098360652)","(0.010843570843570844, 0.014430933874074011)","(0.0113924621981494, 0.015174944361309513)","(0.012800819252432155, 0.015678573852743176)"
ndcg,"(0.012484389968211931, 0.02496877993642386)","(0.02652656588693203, 0.03696855944760652)","(0.04428542721679783, 0.06046809967375871)","(0.02016926506534224, 0.02584157962293301)"
