,Top 50,Top 100,Top 200,Top N
precision,"(0.025, 0.05)","(0.05, 0.1)","(0.05, 0.1)","(0.025, 0.05)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)","(0.0047619047619047615, 0.009523809523809523)"
f1,"(0.006896551724137933, 0.013793103448275865)","(0.007407407407407407, 0.014814814814814814)","(0.0038461538461538464, 0.007692307692307693)","(0.008, 0.016)"
ndcg,"(0.019570318927032086, 0.03914063785406417)","(0.0448645892037978, 0.0897291784075956)","(0.0448645892037978, 0.0897291784075956)","(0.019570318927032086, 0.03914063785406417)"
