,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.04)","(0.03, 0.06)","(0.04, 0.08)","(0.03, 0.06)"
recall,"(0.008, 0.016)","(0.006, 0.012)","(0.004, 0.008)","(0.005504587155963303, 0.011009174311926606)"
f1,"(0.011428571428571429, 0.022857142857142857)","(0.009999999999999998, 0.019999999999999997)","(0.007272727272727273, 0.014545454545454545)","(0.00930232558139535, 0.0186046511627907)"
ndcg,"(0.015567869135320897, 0.031135738270641793)","(0.02300782234233383, 0.04601564468466766)","(0.02927583435020109, 0.05855166870040218)","(0.02300782234233383, 0.04601564468466766)"
