,Top 50,Top 100,Top 200,Top N
precision,"(0.014814814814814814, 0.029629629629629627)","(0.02222222222222222, 0.04444444444444444)","(0.029629629629629627, 0.059259259259259255)","(0.029629629629629627, 0.059259259259259255)"
recall,"(0.008, 0.016)","(0.006, 0.012)","(0.004, 0.008)","(0.0057553956834532375, 0.011510791366906475)"
f1,"(0.01038961038961039, 0.02077922077922078)","(0.009448818897637795, 0.01889763779527559)","(0.007048458149779736, 0.014096916299559472)","(0.00963855421686747, 0.01927710843373494)"
ndcg,"(0.015399763065439822, 0.030799526130879645)","(0.020319241480168487, 0.04063848296033697)","(0.025731540324063502, 0.051463080648127005)","(0.025731540324063502, 0.051463080648127005)"
