,Top 50,Top 100,Top 200,Top N
precision,"(0.024, 0.0233238075793812)","(0.016, 0.013564659966250536)","(0.01, 0.008366600265340756)","(0.023333333333333334, 0.01699673171197595)"
recall,"(0.10454545454545454, 0.10435863853165189)","(0.14090909090909093, 0.12324060247068337)","(0.17727272727272725, 0.15314277295143364)","(0.12272727272727273, 0.09171361182073669)"
f1,"(0.0390269698572184, 0.038110917983181274)","(0.02873230373230374, 0.024436423274836434)","(0.018930519538585353, 0.015866236955079903)","(0.039201877934272295, 0.02866713124266765)"
ndcg,"(0.08595113947768315, 0.08445976259987632)","(0.09897378036766494, 0.08531164320277237)","(0.10950334061412303, 0.08858891776093591)","(0.09274393375201065, 0.07842399440483093)"
