,Top 50,Top 100,Top 200,Top N
precision,"(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.0022727272727272726, 0.004545454545454545)"
f1,"(0.00625, 0.0125)","(0.003508771929824562, 0.007017543859649124)","(0.0018691588785046728, 0.0037383177570093455)","(0.00392156862745098, 0.00784313725490196)"
ndcg,"(0.008277887089920506, 0.016555774179841012)","(0.008277887089920506, 0.016555774179841012)","(0.008277887089920506, 0.016555774179841012)","(0.008277887089920506, 0.016555774179841012)"
