,Top 50,Top 100,Top 200,Top N
precision,"(0.0125, 0.025)","(0.025, 0.05)","(0.025, 0.05)","(0.025, 0.05)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)","(0.004705882352941176, 0.009411764705882352)"
f1,"(0.006060606060606061, 0.012121212121212121)","(0.006896551724137933, 0.013793103448275865)","(0.0037037037037037034, 0.007407407407407407)","(0.007920792079207921, 0.015841584158415842)"
ndcg,"(0.013573570269226976, 0.02714714053845395)","(0.021851457359147487, 0.043702914718294975)","(0.021851457359147487, 0.043702914718294975)","(0.021851457359147487, 0.043702914718294975)"
