,Top 50,Top 100,Top 200,Top N
precision,"(0.0024390243902439024, 0.004878048780487805)","(0.004878048780487805, 0.00975609756097561)","(0.01097560975609756, 0.02195121951219512)","(0.02073170731707317, 0.04146341463414634)"
recall,"(0.008, 0.016)","(0.008, 0.016)","(0.009, 0.018)","(0.003850509626274066, 0.007701019252548132)"
f1,"(0.0037383177570093464, 0.007476635514018693)","(0.006060606060606061, 0.012121212121212121)","(0.00989010989010989, 0.01978021978021978)","(0.006494746895893027, 0.012989493791786055)"
ndcg,"(0.005028485985858248, 0.010056971971716497)","(0.005872537848732902, 0.011745075697465805)","(0.009362788751812316, 0.018725577503624632)","(0.01929707347077259, 0.03859414694154518)"
