,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0125, 0.025)","(0.0375, 0.075)","(0.025, 0.05)"
recall,"(0.0, 0.0)","(0.002, 0.004)","(0.003, 0.006)","(0.0036363636363636364, 0.007272727272727273)"
f1,"(0.0, 0.0)","(0.0034482758620689663, 0.006896551724137933)","(0.005555555555555555, 0.01111111111111111)","(0.006349206349206349, 0.012698412698412698)"
ndcg,"(0.0, 0.0)","(0.006289666525157786, 0.012579333050315573)","(0.04022794984936075, 0.0804558996987215)","(0.033007714007760654, 0.06601542801552131)"
