,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.004, 0.004898979485566356)","(0.002, 0.002449489742783178)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.05714285714285714, 0.06998542122237653)","(0.05714285714285714, 0.06998542122237653)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.007476635514018691, 0.009156971001058608)","(0.003864734299516908, 0.004733313512624499)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.017489790748859434, 0.02147607771455403)","(0.017489790748859434, 0.02147607771455403)","(0.0, 0.0)"
