,Top 25,Top 50,Top 100,Top 200
precision,0.038 +/- 0.032,0.035 +/- 0.024,0.024 +/- 0.014,0.015 +/- 0.008
recall,0.031 +/- 0.025,0.056 +/- 0.067,0.067 +/- 0.075,0.094 +/- 0.074
f1,0.029 +/- 0.024,0.031 +/- 0.026,0.027 +/- 0.019,0.021 +/- 0.012
ndcg,0.049 +/- 0.045,0.061 +/- 0.056,0.061 +/- 0.055,0.065 +/- 0.053
