,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.016, 0.019595917942265426)","(0.016, 0.019595917942265426)","(0.016, 0.019595917942265426)"
recall,"(0.0029636134130947805, 0.0036303341306622113)","(0.0029636134130947805, 0.0036303341306622113)","(0.0029636134130947805, 0.0036303341306622113)","(0.0029636134130947805, 0.0036303341306622113)"
f1,"(0.005000781372089388, 0.006125478771053538)","(0.005000781372089388, 0.006125478771053538)","(0.005000781372089388, 0.006125478771053538)","(0.005000781372089388, 0.006125478771053538)"
ndcg,"(0.04918980964712319, 0.060244967090042637)","(0.04918980964712319, 0.060244967090042637)","(0.04918980964712319, 0.060244967090042637)","(0.04918980964712319, 0.060244967090042637)"
