,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.032, 0.02993325909419153)","(0.032, 0.02993325909419153)","(0.032, 0.02993325909419153)"
recall,"(0.14666666666666667, 0.14696938456699069)","(0.14666666666666667, 0.14696938456699069)","(0.14666666666666667, 0.14696938456699069)","(0.14666666666666667, 0.14696938456699069)"
f1,"(0.05247311827956989, 0.04966950549075975)","(0.05247311827956989, 0.04966950549075975)","(0.05247311827956989, 0.04966950549075975)","(0.05247311827956989, 0.04966950549075975)"
ndcg,"(0.06229798855082691, 0.06352460907493503)","(0.06229798855082691, 0.06352460907493503)","(0.06229798855082691, 0.06352460907493503)","(0.06229798855082691, 0.06352460907493503)"
