,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.008, 0.016)","(0.008, 0.016)","(0.008, 0.016)"
recall,"(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)"
f1,"(0.013333333333333332, 0.026666666666666665)","(0.013333333333333332, 0.026666666666666665)","(0.013333333333333332, 0.026666666666666665)","(0.013333333333333332, 0.026666666666666665)"
ndcg,"(0.01626696907768394, 0.03253393815536787)","(0.01626696907768394, 0.03253393815536787)","(0.01626696907768394, 0.03253393815536787)","(0.01626696907768394, 0.03253393815536787)"
