,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.03577708763999664)","(0.04, 0.03577708763999664)","(0.04, 0.03577708763999664)","(0.04, 0.03577708763999664)"
recall,"(0.05552631578947369, 0.050949434494862264)","(0.05552631578947369, 0.050949434494862264)","(0.05552631578947369, 0.050949434494862264)","(0.05552631578947369, 0.050949434494862264)"
f1,"(0.04638088199063809, 0.04178411937844452)","(0.04638088199063809, 0.04178411937844452)","(0.04638088199063809, 0.04178411937844452)","(0.04638088199063809, 0.04178411937844452)"
ndcg,"(0.0771939261457027, 0.08301343793280704)","(0.0771939261457027, 0.08301343793280704)","(0.0771939261457027, 0.08301343793280704)","(0.0771939261457027, 0.08301343793280704)"
