,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.024, 0.0233238075793812)","(0.016, 0.008)","(0.008, 0.004)"
recall,"(0.05934065934065934, 0.07276019937251361)","(0.1387057387057387, 0.15715685012358316)","(0.17075702075702073, 0.13172667988835454)","(0.17075702075702073, 0.13172667988835454)"
f1,"(0.03355263157894737, 0.04326126900729894)","(0.04053070529430922, 0.04011727624303598)","(0.029075575639647484, 0.015094878886389747)","(0.015231572317093083, 0.007766053496929177)"
ndcg,"(0.03639945725050927, 0.04691901686467784)","(0.05406002326665908, 0.05467172227625465)","(0.06426586334345155, 0.0451909976640497)","(0.06426586334345155, 0.0451909976640497)"
