,Top 25,Top 50,Top 100,Top 200
precision,"(0.088, 0.0466476151587624)","(0.048, 0.027129319932501072)","(0.030000000000000006, 0.01549193338482967)","(0.016, 0.008602325267042627)"
recall,"(0.05430447601179308, 0.02873421648017312)","(0.05943268113999821, 0.03410036361168883)","(0.07431072992048601, 0.03880504350327835)","(0.07918877870097382, 0.04275329819056971)"
f1,"(0.06714995825070452, 0.035537379104944616)","(0.053096708426459284, 0.030197362461191226)","(0.04273758475132647, 0.02213491509621854)","(0.026618660208795136, 0.014319356616395426)"
ndcg,"(0.17292141391892385, 0.08989575495661209)","(0.12481035430316631, 0.06399664532002218)","(0.1335934846546322, 0.06771183521061998)","(0.13592781529699638, 0.06894046871865277)"
