,Top 25,Top 50,Top 100,Top 200
precision,"(0.07999999999999999, 0.09121403400793103)","(0.068, 0.03249615361854384)","(0.048, 0.016)","(0.043, 0.006)"
recall,"(0.012285456187895212, 0.01406330289990356)","(0.020592076396954446, 0.010120653219495998)","(0.02914371746892072, 0.010166682172154329)","(0.051976341033251605, 0.007897895385002478)"
f1,"(0.021299833064538948, 0.024369275996986507)","(0.03160735907835185, 0.015433167200113982)","(0.036262780476520935, 0.012440622811667374)","(0.047055584562766886, 0.0068131774280941896)"
ndcg,"(0.09377460690642443, 0.12812506959126221)","(0.08018470127679049, 0.06981562324516062)","(0.06036281729905618, 0.041797507189523304)","(0.05641240477720211, 0.02462796572142209)"
