,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.032, 0.016)","(0.024, 0.011999999999999999)","(0.015, 0.008366600265340755)"
recall,"(0.04760542661000326, 0.03359462210493954)","(0.0736923831317424, 0.036972347075809604)","(0.10958101776179578, 0.05462495805058561)","(0.13713631905851584, 0.07679084510995815)"
f1,"(0.043374068995187, 0.028810957272287146)","(0.04455121934003562, 0.022210965974085905)","(0.039327400693877045, 0.019586560345079464)","(0.027021079805612747, 0.015049700483989896)"
ndcg,"(0.04383712331116092, 0.029012273744328715)","(0.05721021521308235, 0.02265383641850213)","(0.07260654371059846, 0.03063047775722313)","(0.08235290679959309, 0.03814117541406977)"
