,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.008, 0.0074833147735478825)","(0.009, 0.008)"
recall,"(0.011764705882352941, 0.023529411764705882)","(0.011764705882352941, 0.023529411764705882)","(0.05031512605042017, 0.04514656513801502)","(0.11386554621848739, 0.09922017808817359)"
f1,"(0.009523809523809526, 0.019047619047619053)","(0.005970149253731344, 0.011940298507462688)","(0.013794654629500367, 0.012825064302509532)","(0.016675679081467443, 0.014800243226172268)"
ndcg,"(0.0112265299654189, 0.022453059930837804)","(0.0112265299654189, 0.022453059930837804)","(0.026216368938242217, 0.02918641119413576)","(0.04801497345720529, 0.0438700704902571)"
