,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.006, 0.008)","(0.004, 0.0037416573867739412)"
recall,"(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.09047619047619046, 0.11703053073756674)","(0.12380952380952379, 0.11004019055515564)"
f1,"(0.0125, 0.025000000000000005)","(0.007017543859649124, 0.014035087719298248)","(0.01125022041967907, 0.01497106037517727)","(0.007748229445147975, 0.007235304614182066)"
ndcg,"(0.014439228206533466, 0.02887845641306693)","(0.014439228206533466, 0.02887845641306693)","(0.033466480352027185, 0.04571496483440274)","(0.04188399905559763, 0.042542532196600494)"
