,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.002, 0.002449489742783178)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.03333333333333333, 0.06666666666666667)","(0.06666666666666667, 0.0816496580927726)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0037735849056603774, 0.007547169811320754)","(0.003883495145631068, 0.004756290762685782)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.009746507322973125, 0.01949301464594625)","(0.01765659408523329, 0.02181889257559985)"
