,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.016, 0.014966629547095765)","(0.01, 0.006324555320336759)","(0.006, 0.002)"
recall,"(0.1, 0.13333333333333333)","(0.13333333333333333, 0.1247219128924647)","(0.16666666666666666, 0.10540925533894598)","(0.19999999999999998, 0.06666666666666667)"
f1,"(0.03870967741935484, 0.05161290322580645)","(0.02857142857142857, 0.02672612419124244)","(0.018867924528301886, 0.011933123245918413)","(0.0116504854368932, 0.003883495145631068)"
ndcg,"(0.07740224441626276, 0.09848424167167068)","(0.08950634095621529, 0.0917137611931334)","(0.09959308807284241, 0.08374203370261765)","(0.10810687782875368, 0.07487881841144077)"
