,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.03577708763999664)","(0.024, 0.0233238075793812)","(0.016, 0.013564659966250536)","(0.009, 0.0066332495807108)"
recall,"(0.05676470588235294, 0.050939274519581794)","(0.06676470588235295, 0.06212499956486323)","(0.08729102167182663, 0.06892993310948922)","(0.09781733746130031, 0.06681973134088393)"
f1,"(0.04681378242353852, 0.04178349219962774)","(0.035234218517800606, 0.033775285750651474)","(0.027010033014089812, 0.022629480848592714)","(0.016472716985310887, 0.012058585894657489)"
ndcg,"(0.07092545795949903, 0.07657497278449107)","(0.07683473829916916, 0.08604328237161125)","(0.085708359819721, 0.0903756604181367)","(0.08968749590092304, 0.08786054800942518)"
