,Top 25,Top 50,Top 100,Top 200
precision,"(0.07999999999999999, 0.025298221281347035)","(0.052000000000000005, 0.00979795897113271)","(0.038, 0.007483314773547884)","(0.02, 0.00316227766016838)"
recall,"(0.18363636363636363, 0.05466653228499238)","(0.2418181818181818, 0.0499917348540637)","(0.3527272727272727, 0.07144320983414001)","(0.3709090909090909, 0.05930729611018215)"
f1,"(0.11142857142857143, 0.034636651928852964)","(0.08557377049180327, 0.01634089940246179)","(0.06859950859950861, 0.013520966847356233)","(0.037950801173549986, 0.005995274150082215)"
ndcg,"(0.10415358699349656, 0.030678265533108564)","(0.12953449988194932, 0.02420077749553922)","(0.1703134188312389, 0.03669150593815672)","(0.17599873780950584, 0.03302372374868353)"
