,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.0466476151587624)","(0.028000000000000004, 0.023999999999999997)","(0.016, 0.013564659966250536)","(0.01, 0.00894427190999916)"
recall,"(0.06464052287581698, 0.060885571713860595)","(0.07575163398692811, 0.06323758250237758)","(0.08751633986928105, 0.07442042569601286)","(0.109281045751634, 0.09797679930350861)"
f1,"(0.05501661129568106, 0.052682571122934056)","(0.040847861532672766, 0.03472369692353567)","(0.027036071273359406, 0.022909378524187812)","(0.018315723932770395, 0.016375504815802508)"
ndcg,"(0.06674012556597234, 0.07057959102186323)","(0.07242172715131863, 0.06896177858677122)","(0.07683089323278978, 0.07581415366466844)","(0.08459040125652607, 0.08448834588600741)"
