,Top 25,Top 50,Top 100,Top 200
precision,"(0.096, 0.06499230723708768)","(0.05600000000000001, 0.03440930106817051)","(0.028000000000000004, 0.017204650534085254)","(0.02, 0.01)"
recall,"(0.32857142857142857, 0.21946130708196024)","(0.3821428571428572, 0.22463121705023412)","(0.3821428571428572, 0.22463121705023412)","(0.5578571428571429, 0.2323833918685381)"
f1,"(0.1484848484848485, 0.10009321871847844)","(0.09764065335753176, 0.059600878236670526)","(0.05216337833160263, 0.03193802516173326)","(0.038601163770835036, 0.0191979747000778)"
ndcg,"(0.20912533573165332, 0.14054171817974873)","(0.2287664841905747, 0.14936832439534195)","(0.2287664841905747, 0.14936832439534195)","(0.27440294757330685, 0.16115016902546772)"
