,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.039191835884530846)","(0.024, 0.019595917942265423)","(0.013999999999999999, 0.010198039027185569)","(0.006999999999999999, 0.005099019513592784)"
recall,"(0.11090909090909092, 0.08877494993260875)","(0.11090909090909092, 0.08877494993260875)","(0.1290909090909091, 0.09206537382670663)","(0.1290909090909091, 0.09206537382670663)"
f1,"(0.066984126984127, 0.05437197268312297)","(0.039453551912568295, 0.03210288337183951)","(0.025257985257985255, 0.018362107951433015)","(0.01327916948770029, 0.009662863120524457)"
ndcg,"(0.12490044821256155, 0.11924556559945376)","(0.12490044821256155, 0.11924556559945376)","(0.13130470283870418, 0.1242568408457783)","(0.13130470283870418, 0.1242568408457783)"
