,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265426)","(0.016, 0.008)","(0.012, 0.004)","(0.006, 0.002)"
recall,"(0.10666666666666666, 0.0879393730551528)","(0.13999999999999999, 0.07118052168020873)","(0.20666666666666664, 0.06463573143221771)","(0.20666666666666664, 0.06463573143221771)"
f1,"(0.03913978494623656, 0.03196714696956911)","(0.0287012987012987, 0.014352852860151685)","(0.022677448337825694, 0.0075295220014198055)","(0.011659957376272791, 0.0038788025453846144)"
ndcg,"(0.07259402931880693, 0.06196224858652839)","(0.08430028863260328, 0.05184454855341627)","(0.10293346910200593, 0.05337016891385752)","(0.10293346910200593, 0.05337016891385752)"
