,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.02, 0.02190890230020664)","(0.022, 0.01469693845669907)","(0.015, 0.008366600265340756)"
recall,"(0.017676767676767676, 0.024009826917181235)","(0.02914277914277914, 0.03322655581695037)","(0.06420391683549578, 0.04588817223289211)","(0.08613374139689929, 0.049649764218791706)"
f1,"(0.020350480497456185, 0.027424485884377795)","(0.023706695265424165, 0.026400717576831226)","(0.03275324327395861, 0.02228040490258537)","(0.025540851904055983, 0.014312077827606724)"
ndcg,"(0.02371912764511253, 0.03442720904638148)","(0.02255253413298456, 0.02846978729337669)","(0.03902356970590637, 0.03419485789849323)","(0.04888485621224699, 0.03442178280036109)"
