,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.032, 0.016)","(0.03, 0.006324555320336759)","(0.019999999999999997, 0.005477225575051661)"
recall,"(0.026119894598155467, 0.02136043778923391)","(0.07042160737812911, 0.03630511224917206)","(0.13211462450592887, 0.030269429156877553)","(0.17602108036890646, 0.05117589261402686)"
f1,"(0.02500723693732812, 0.020425710427285595)","(0.043991937142622076, 0.02219304943279397)","(0.048888401628595875, 0.010456229079810126)","(0.03591512717073255, 0.009891697813883608)"
ndcg,"(0.028367280794954243, 0.02367315968227354)","(0.05323861280766, 0.030814731062626464)","(0.08227394716879748, 0.024699476204021218)","(0.10040273550150096, 0.03431558924491703)"
