,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.012, 0.016)","(0.006, 0.008)","(0.004, 0.004898979485566357)"
recall,"(0.05636363636363637, 0.07372049066441198)","(0.05636363636363637, 0.07372049066441198)","(0.05636363636363637, 0.07372049066441198)","(0.07636363636363637, 0.09370253619436456)"
f1,"(0.033650793650793646, 0.04460741097206424)","(0.01978142076502732, 0.026285005041686904)","(0.010843570843570844, 0.014430933874074011)","(0.007600993003836605, 0.009309320968222418)"
ndcg,"(0.04295205675272386, 0.06172189113947826)","(0.04295205675272386, 0.06172189113947826)","(0.04295205675272386, 0.06172189113947826)","(0.04899405030877633, 0.06416638439830452)"
