,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.005, 0.0031622776601683794)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.04, 0.08)","(0.22999999999999998, 0.16)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.003809523809523809, 0.007619047619047617)","(0.009784791965566714, 0.006200588694800624)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.010640254352182353, 0.021280508704364706)","(0.053061380846897474, 0.035459427032069876)"
