,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.012, 0.0116619037896906)","(0.012, 0.00812403840463596)"
recall,"(0.015692307692307693, 0.019225229971462535)","(0.015692307692307693, 0.019225229971462535)","(0.04707692307692308, 0.04629312318733604)","(0.09523745819397994, 0.06246595511275107)"
f1,"(0.01584313725490196, 0.019405386157417555)","(0.010596491228070177, 0.01297847259889652)","(0.019123809523809526, 0.018628809468188408)","(0.021310157810495122, 0.014376134494572396)"
ndcg,"(0.017701970846682014, 0.02236887592449505)","(0.017255691015663994, 0.021804939950692572)","(0.03327032429012383, 0.02931810255196392)","(0.053028639689373214, 0.0399773756953339)"
