,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.0037416573867739412)"
recall,"(0.0, 0.0)","(0.08, 0.16)","(0.08, 0.16)","(0.17, 0.15362291495737218)"
f1,"(0.0, 0.0)","(0.014545454545454545, 0.02909090909090909)","(0.007619047619047618, 0.015238095238095235)","(0.007814442850310856, 0.00730337580734139)"
ndcg,"(0.0, 0.0)","(0.02532515005779523, 0.050650300115590456)","(0.02532515005779523, 0.050650300115590456)","(0.04367148254629068, 0.04627257352021562)"
