,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.03333333333333333, 0.06666666666666667)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.001941747572815534, 0.003883495145631068)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.008959510085161163, 0.017919020170322326)"
