,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.064)","(0.036000000000000004, 0.03440930106817051)","(0.022, 0.017204650534085257)","(0.011, 0.008602325267042629)"
recall,"(0.05914786967418546, 0.0772905674883063)","(0.08685349737981317, 0.08268525404572816)","(0.10503531556163134, 0.08157051460268767)","(0.10503531556163134, 0.08157051460268767)"
f1,"(0.05296442687747035, 0.06997722047851614)","(0.05087432809416888, 0.04858023459191085)","(0.03636636879382562, 0.02840733700267522)","(0.019909948999392996, 0.01556056939873116)"
ndcg,"(0.07931373216927959, 0.09914111175606811)","(0.09582281403041618, 0.09946161712418736)","(0.10450013886632108, 0.094965313493963)","(0.10450013886632108, 0.094965313493963)"
