,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.008, 0.009797958971132713)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)"
recall,"(0.0, 0.0)","(0.2, 0.24494897427831783)","(0.4, 0.37416573867739417)","(0.4, 0.37416573867739417)"
f1,"(0.0, 0.0)","(0.015384615384615385, 0.018842228790639834)","(0.01568627450980392, 0.014673166222642905)","(0.007920792079207921, 0.007409222548067211)"
ndcg,"(0.0, 0.0)","(0.029309758753956604, 0.03596358934718663)","(0.05563903471224885, 0.05301094486448967)","(0.05563903471224885, 0.05301094486448967)"
