,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.004898979485566356)","(0.002, 0.002449489742783178)"
recall,"(0.016666666666666666, 0.03333333333333333)","(0.016666666666666666, 0.03333333333333333)","(0.030952380952380953, 0.03809523809523809)","(0.030952380952380953, 0.03809523809523809)"
f1,"(0.010810810810810811, 0.021621621621621623)","(0.0064516129032258064, 0.012903225806451613)","(0.007080200501253134, 0.008672005151276169)","(0.0037559513313348615, 0.0046001666233293015)"
ndcg,"(0.008791476047291448, 0.017582952094582896)","(0.008791476047291448, 0.017582952094582896)","(0.015013989073032877, 0.018831588603804895)","(0.015013989073032877, 0.018831588603804895)"
