,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.02, 0.01788854381999832)","(0.014000000000000002, 0.010198039027185569)","(0.008, 0.005099019513592784)"
recall,"(0.042222222222222223, 0.051830683509736006)","(0.10444444444444445, 0.09469900334516675)","(0.14666666666666667, 0.1040892304767144)","(0.16666666666666669, 0.10280029783307001)"
f1,"(0.02319327731092437, 0.028410818970239247)","(0.03355932203389831, 0.030069238198381736)","(0.02555462885738115, 0.018568520836661037)","(0.015265436318067895, 0.00971427370120096)"
ndcg,"(0.02528320360457172, 0.03102535005021444)","(0.05207588844522597, 0.044374353312871956)","(0.06674669948194681, 0.045770901348417554)","(0.07261593385320605, 0.0471909540506412)"
