,Top 25,Top 50,Top 100,Top 200
precision,"(0.11200000000000002, 0.06881860213634101)","(0.076, 0.032)","(0.06399999999999999, 0.014966629547095763)","(0.05500000000000001, 0.008944271909999161)"
recall,"(0.013672174621279015, 0.008389371934160462)","(0.018546515507396426, 0.007795293939015027)","(0.03119837392208652, 0.00702827535204821)","(0.05372865259238633, 0.008760882225327208)"
f1,"(0.024368777824313216, 0.014954379480220974)","(0.029815437816313555, 0.012533893224034916)","(0.041945910153146936, 0.009564177591894723)","(0.054353612061002234, 0.008840088086737074)"
ndcg,"(0.12204554574361952, 0.0866119079593932)","(0.09219684864688316, 0.053339383637466334)","(0.07665799355688045, 0.03215632077239922)","(0.06462459023820237, 0.02040918260959396)"
