,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.032)","(0.012, 0.016)","(0.03200000000000001, 0.02039607805437114)","(0.02, 0.011401754250991379)"
recall,"(0.005970149253731343, 0.011940298507462687)","(0.009000452284034375, 0.011963233322111695)","(0.04972785895343492, 0.030684423970055223)","(0.06208879078698339, 0.03439888791571287)"
f1,"(0.008695652173913044, 0.017391304347826087)","(0.010285882699675803, 0.013690068864749595)","(0.038909940092798564, 0.024490499538568418)","(0.030234618390231616, 0.017112060392980088)"
ndcg,"(0.011896906297046182, 0.023793812594092363)","(0.010548767174078951, 0.014713342372727057)","(0.031221035695510557, 0.019922104079727845)","(0.037708125561393704, 0.02113151621645859)"
