,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.014000000000000002, 0.011999999999999999)","(0.011, 0.0058309518948453)"
recall,"(0.015692307692307693, 0.019225229971462535)","(0.031384615384615386, 0.029777875906302053)","(0.05476923076923077, 0.04740459119402033)","(0.08754515050167225, 0.04346435383449238)"
f1,"(0.01584313725490196, 0.019405386157417555)","(0.021192982456140354, 0.01991870211012564)","(0.0222984126984127, 0.019149543174167095)","(0.019540246306070347, 0.010287567984584753)"
ndcg,"(0.014264379291886226, 0.017491326963652316)","(0.023109594990013794, 0.021850720806255226)","(0.03517406162388807, 0.030755678831469967)","(0.04872895155953649, 0.029497533098555576)"
