,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.027999999999999997, 0.009797958971132711)","(0.03, 0.006324555320336759)","(0.020999999999999998, 0.004898979485566357)"
recall,"(0.026119894598155467, 0.02136043778923391)","(0.06133069828722003, 0.02120598279417864)","(0.13211462450592887, 0.030269429156877553)","(0.18395915678524374, 0.04175659602173697)"
f1,"(0.02500723693732812, 0.020425710427285595)","(0.03843638158706651, 0.01337391524231619)","(0.048888401628595875, 0.010456229079810126)","(0.037692761627739206, 0.008759021755038735)"
ndcg,"(0.028455867983664607, 0.023962976353576387)","(0.04913817124245425, 0.023957150979426096)","(0.08301943518110608, 0.02469212548452834)","(0.10459323587430899, 0.029900075484467097)"
