,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.004, 0.002)"
recall,"(0.01818181818181818, 0.03636363636363636)","(0.03484848484848485, 0.04274768478686631)","(0.03484848484848485, 0.04274768478686631)","(0.0715151515151515, 0.03628020732474073)"
f1,"(0.01111111111111111, 0.02222222222222222)","(0.013008989952406133, 0.015933571304297393)","(0.007175032175032176, 0.0087877311150751)","(0.00757408140757868, 0.0037871871244210004)"
ndcg,"(0.011988167524256332, 0.023976335048512664)","(0.01958432939292983, 0.024970847419597958)","(0.01958432939292983, 0.024970847419597958)","(0.030709753220679453, 0.019327990665007552)"
