,Top 25,Top 50,Top 100,Top 200
precision,"(0.072, 0.02993325909419153)","(0.052000000000000005, 0.009797958971132711)","(0.038, 0.007483314773547884)","(0.02, 0.00316227766016838)"
recall,"(0.16545454545454547, 0.06615783781331)","(0.24, 0.04049283172967287)","(0.3527272727272727, 0.07144320983414001)","(0.3709090909090909, 0.05930729611018215)"
f1,"(0.10031746031746032, 0.04123808301868167)","(0.08546448087431693, 0.0157983046990974)","(0.06859950859950861, 0.013520966847356233)","(0.037950801173549986, 0.005995274150082215)"
ndcg,"(0.09758084577745273, 0.033404843234803645)","(0.13074926983089058, 0.029064411257617183)","(0.17171085290054547, 0.034962392244869835)","(0.17770493666267365, 0.03139321593250693)"
