,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.02, 0.01788854381999832)","(0.012, 0.0074833147735478825)","(0.009, 0.0058309518948453)"
recall,"(0.04926470588235295, 0.04659699858163194)","(0.061764705882352944, 0.055921039240681016)","(0.07352941176470588, 0.04719648981141533)","(0.11029411764705883, 0.07319778155732246)"
f1,"(0.03879210220673635, 0.036444801221751796)","(0.03021257349615559, 0.02710445804978838)","(0.020630710285882703, 0.012918212651187158)","(0.0166410650281618, 0.010801039705364772)"
ndcg,"(0.032178484891837805, 0.028984424339260212)","(0.03906711797862544, 0.03603300366531219)","(0.04406679284281862, 0.03174458335821366)","(0.0576023826334616, 0.04111706643480273)"
