,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.005, 0.00547722557505166)"
recall,"(0.07333333333333333, 0.09043106644167026)","(0.15333333333333332, 0.1484737163421339)","(0.15333333333333332, 0.1484737163421339)","(0.1933333333333333, 0.21949436844205772)"
f1,"(0.026236559139784944, 0.032140286782398976)","(0.028961038961038958, 0.027178563477496132)","(0.015202156334231807, 0.014244505936463184)","(0.009746625621596021, 0.010687286204349144)"
ndcg,"(0.08207910212349881, 0.13146803302832077)","(0.10726177831564951, 0.1490525295016708)","(0.10726177831564951, 0.1490525295016708)","(0.11730369848574825, 0.16875503506084447)"
