,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.032, 0.023999999999999997)","(0.034, 0.020591260281974)","(0.022000000000000002, 0.013638181696985857)"
recall,"(0.006838106370543542, 0.00837544552550455)","(0.027534023545128163, 0.020427338742359667)","(0.05833667306782444, 0.035271662423277846)","(0.07552586902674571, 0.04634708266231397)"
f1,"(0.009581181870338497, 0.01173485398350232)","(0.0295975740324018, 0.022069526002861592)","(0.042959174612506354, 0.02600269194783385)","(0.03407293745956537, 0.021075027682456185)"
ndcg,"(0.014264379291886226, 0.017491326963652316)","(0.02688941138337757, 0.02127404923885412)","(0.04397218729939094, 0.028465202472345488)","(0.05348705796344153, 0.03463553995840106)"
