,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.006, 0.004898979485566356)","(0.004, 0.0037416573867739412)"
recall,"(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.045054945054945054, 0.036841878273055406)","(0.05934065934065934, 0.05410344450589525)"
f1,"(0.010526315789473686, 0.02105263157894737)","(0.00634920634920635, 0.0126984126984127)","(0.010588417947523679, 0.008645592922754908)","(0.0074941863016102835, 0.006998474208670104)"
ndcg,"(0.0093363882462674, 0.0186727764925348)","(0.0093363882462674, 0.0186727764925348)","(0.02125406419410999, 0.018428456095466755)","(0.02623914395192379, 0.02311786394220149)"
