,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.003, 0.004)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.021182266009852214, 0.028452274045701775)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0052554968206542565, 0.0070137290129386205)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.00827579724840311, 0.011017565688008851)"
