,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.006, 0.008)","(0.007000000000000001, 0.0024494897427831783)"
recall,"(0.025, 0.05)","(0.025, 0.05)","(0.075, 0.1)","(0.16666666666666666, 0.06804138174397718)"
f1,"(0.012121212121212121, 0.024242424242424242)","(0.006896551724137933, 0.013793103448275865)","(0.01111111111111111, 0.014814814814814814)","(0.013433934486566065, 0.0047330957488449345)"
ndcg,"(0.015958907712489635, 0.03191781542497927)","(0.015958907712489635, 0.03191781542497927)","(0.032187099563182685, 0.046615223068673765)","(0.05980761879397656, 0.03458887335892416)"
