,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.01, 0.00894427190999916)","(0.006999999999999999, 0.004)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.06666666666666667, 0.0816496580927726)","(0.16666666666666666, 0.14907119849998596)","(0.25, 0.12909944487358055)"
f1,"(0.025806451612903226, 0.031606319261718425)","(0.014285714285714285, 0.01749635530559413)","(0.01886792452830189, 0.01687598473584747)","(0.013611269750618693, 0.007757559512678794)"
ndcg,"(0.052697739469910944, 0.07460778583650535)","(0.052697739469910944, 0.07460778583650535)","(0.08252782136696865, 0.09225736152462745)","(0.09962897465520155, 0.08290007111156822)"
