,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.02, 0.012649110640673518)","(0.016, 0.008)","(0.012, 0.005099019513592784)"
recall,"(0.023433048433048432, 0.019191687628212366)","(0.040216265216265215, 0.024512807875320997)","(0.06488293188293189, 0.03325971536152981)","(0.097999481999482, 0.04268044003240741)"
f1,"(0.0236987102533321, 0.019364855609612992)","(0.026682081945239845, 0.016656114620890648)","(0.025654920527847826, 0.012891798838310055)","(0.021373865352735572, 0.009104462264452953)"
ndcg,"(0.01946671054906212, 0.01627872631419407)","(0.0274273864850366, 0.018834965110326313)","(0.03811185752632008, 0.01917538191276231)","(0.05110681194824731, 0.02141217864881352)"
