,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.02, 0.02190890230020664)","(0.014000000000000002, 0.013564659966250536)","(0.008, 0.006782329983125268)"
recall,"(0.04, 0.08)","(0.18666666666666668, 0.2196967607104544)","(0.26, 0.27760883751542687)","(0.29333333333333333, 0.2743882083634224)"
f1,"(0.013333333333333332, 0.026666666666666665)","(0.0361038961038961, 0.039835638026871456)","(0.026558849955076368, 0.025869371215656967)","(0.015571868340042622, 0.013236654874933708)"
ndcg,"(0.015210916290594716, 0.030421832581189433)","(0.06582072961502142, 0.07600954496802553)","(0.08717558451931837, 0.09083853987715844)","(0.09508567128157852, 0.09004565492172842)"
