,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.03577708763999664)","(0.02, 0.01788854381999832)","(0.014000000000000002, 0.010198039027185569)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.25, 0.22360679774997896)","(0.25, 0.22360679774997896)","(0.33999999999999997, 0.2596150997149434)","(0.33999999999999997, 0.2596150997149434)"
f1,"(0.06896551724137931, 0.06168463386206317)","(0.037037037037037035, 0.03312693299999688)","(0.026886446886446886, 0.01962611246983967)","(0.013715925394548061, 0.010001846691570627)"
ndcg,"(0.16760731379419755, 0.18507079910156757)","(0.16760731379419755, 0.18507079910156757)","(0.19212026437085794, 0.19910231666210765)","(0.19212026437085794, 0.19910231666210765)"
