,Top 25,Top 50,Top 100,Top 200
precision,"(0.05600000000000001, 0.032)","(0.032, 0.009797958971132711)","(0.02, 0.006324555320336759)","(0.012, 0.006782329983125269)"
recall,"(0.11666666666666665, 0.06666666666666668)","(0.13333333333333333, 0.0408248290463863)","(0.16666666666666666, 0.05270462766947299)","(0.19999999999999998, 0.11303883305208781)"
f1,"(0.07567567567567568, 0.043243243243243246)","(0.05161290322580645, 0.015803159630859213)","(0.03571428571428571, 0.011293848786315638)","(0.022641509433962266, 0.012796849024764658)"
ndcg,"(0.10949201884257602, 0.06852944404333074)","(0.11741895283942265, 0.056672372618025046)","(0.13073715443028344, 0.05980918564559979)","(0.141528912361403, 0.08008874737522477)"
