,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.03919183588453085)","(0.024, 0.0233238075793812)","(0.012, 0.0116619037896906)","(0.012, 0.005099019513592784)"
recall,"(0.026236559139784944, 0.032140286782398976)","(0.039569892473118276, 0.03858642265032448)","(0.039569892473118276, 0.03858642265032448)","(0.07913978494623655, 0.03434537201085462)"
f1,"(0.02883116883116883, 0.03531321433632694)","(0.029876543209876545, 0.02907099404408408)","(0.01841456253669994, 0.017909382669895533)","(0.020839450404667795, 0.008879740767678118)"
ndcg,"(0.047054854039369, 0.06547675519363916)","(0.04868142565811291, 0.061934685654207705)","(0.04868142565811291, 0.061934685654207705)","(0.06607512298657822, 0.0586770093754386)"
